index,y_pred
480,0.093739
481,0.209226
482,0.068783
483,0.193271
484,0.07678
485,0.16704
486,0.159536
487,0.089186
488,0.080888
489,0.034242
490,0.191271
491,0.930676
492,0.352982
493,0.050411
494,0.127421
495,0.099955
496,0.170972
497,0.052997
498,0.840583
499,0.419787
500,0.032614
501,0.917672
502,0.016719
503,0.768226
504,0.17485
505,0.182547
506,0.069646
507,0.369713
508,0.380582
509,0.070887
510,0.081436
511,0.255937
512,0.109835
513,0.274269
514,0.976199
515,0.095473
516,0.11403
517,0.405463
518,0.172684
519,0.164302
520,0.081036
521,0.868328
522,0.249134
523,0.268452
524,0.346866
525,0.066675
526,0.100397
527,0.978199
528,0.978199
529,0.135551
530,0.107572
531,0.158167
532,0.0374
533,0.135187
534,0.900197
535,0.086754
536,0.764925
537,0.034778
538,0.126026
539,0.206982
540,0.179716
541,0.029437
542,0.388831
543,0.418406
544,0.111641
545,0.418406
546,0.125161
547,0.091768
548,0.104479
549,0.130375
550,0.082211
551,0.109012
552,0.877313
553,0.271687
554,0.157876
555,0.168186
556,0.925461
557,0.214209
558,0.979447
559,0.927725
560,0.122793
561,0.356524
562,0.333531
563,0.08345
564,0.243218
565,0.18067
566,0.123488
567,0.103174
568,0.428245
569,0.186538
570,0.343563
571,0.19156
572,0.079807
573,0.076783
574,0.262348
575,0.120247
576,0.098954
577,0.123121
578,0.475798
579,0.182272
580,0.209541
581,0.653946
582,0.888408
583,0.482051
584,0.790599
585,0.557611
586,0.712246
587,0.703097
588,0.263722
589,0.399307
590,0.439936
591,0.213424
592,0.781204
593,0.231671
594,0.696855
595,0.15036
596,0.247329
597,0.134331
