ID,pred
8595,0.502
8596,0.484
8597,0.582
8598,0.498
8599,0.598
8600,0.612
8601,0.696
8602,0.498
8603,0.474
8604,0.452
8605,0.568
8606,0.472
8607,0.356
8608,0.644
8609,0.536
8610,0.506
8611,0.608
8612,0.402
8613,0.556
8614,0.586
8615,0.452
8616,0.692
8617,0.396
8618,0.436
8619,0.404
8620,0.584
8621,0.534
8622,0.51
8623,0.604
8624,0.456
8625,0.586
8626,0.418
8627,0.596
8628,0.538
8629,0.734
8630,0.542
8631,0.402
8632,0.32
8633,0.41
8634,0.566
8635,0.56
8636,0.42
8637,0.396
8638,0.298
8639,0.27
8640,0.512
8641,0.596
8642,0.462
8643,0.548
8644,0.616
8645,0.56
8646,0.502
8647,0.704
8648,0.588
8649,0.412
8650,0.44
8651,0.404
8652,0.584
8653,0.562
8654,0.466
8655,0.334
8656,0.41
8657,0.47
8658,0.382
8659,0.616
8660,0.532
8661,0.436
8662,0.418
8663,0.41
8664,0.672
8665,0.61
8666,0.596
8667,0.478
8668,0.508
8669,0.558
8670,0.48
8671,0.49
8672,0.56
8673,0.488
8674,0.562
8675,0.674
8676,0.444
8677,0.54
8678,0.462
8679,0.448
8680,0.438
8681,0.692
8682,0.584
8683,0.572
8684,0.478
8685,0.7
8686,0.624
8687,0.684
8688,0.64
8689,0.482
8690,0.506
8691,0.512
8692,0.592
8693,0.43
8694,0.606
8695,0.568
8696,0.588
8697,0.53
8698,0.716
8699,0.494
8700,0.432
8701,0.622
8702,0.386
8703,0.48
8704,0.484
8705,0.576
8706,0.71
8707,0.432
8708,0.398
8709,0.418
8710,0.458
8711,0.604
8712,0.598
8713,0.514
8714,0.532
8715,0.566
8716,0.516
8717,0.536
8718,0.472
8719,0.568
8720,0.564
8721,0.526
8722,0.522
8723,0.638
8724,0.5
8725,0.616
8726,0.826
8727,0.646
8728,0.65
8729,0.616
8730,0.498
8731,0.452
8732,0.416
8733,0.518
8734,0.53
8735,0.656
8736,0.578
8737,0.492
8738,0.536
8739,0.406
8740,0.496
8741,0.614
8742,0.658
8743,0.598
8744,0.57
8745,0.638
8746,0.554
8747,0.482
8748,0.588
8749,0.504
8750,0.576
8751,0.554
8752,0.512
8753,0.498
8754,0.69
8755,0.474
8756,0.536
8757,0.634
8758,0.626
8759,0.564
8760,0.708
8761,0.604
8762,0.396
8763,0.646
8764,0.472
8765,0.526
8766,0.73
8767,0.496
8768,0.474
8769,0.522
8770,0.558
8771,0.56
8772,0.548
8773,0.52
8774,0.598
8775,0.754
8776,0.456
8777,0.698
8778,0.54
8779,0.516
8780,0.452
8781,0.406
8782,0.434
8783,0.534
8784,0.456
8785,0.318
8786,0.594
8787,0.696
8788,0.528
8789,0.584
8790,0.53
8791,0.606
8792,0.486
8793,0.608
8794,0.624
8795,0.474
8796,0.538
8797,0.598
8798,0.532
8799,0.434
8800,0.608
8801,0.65
8802,0.66
8803,0.61
8804,0.706
8805,0.47
8806,0.59
8807,0.432
8808,0.426
8809,0.59
8810,0.634
8811,0.602
8812,0.69
8813,0.45
8814,0.34
8815,0.76
8816,0.648
8817,0.61
8818,0.442
8819,0.464
8820,0.388
8821,0.646
8822,0.484
8823,0.57
8824,0.646
8825,0.482
8826,0.5
8827,0.51
8828,0.496
8829,0.342
8830,0.322
8831,0.426
8832,0.454
8833,0.494
8834,0.652
8835,0.396
8836,0.338
8837,0.4
8838,0.418
8839,0.57
8840,0.472
8841,0.316
8842,0.572
8843,0.702
8844,0.372
8845,0.4
8846,0.676
8847,0.63
8848,0.458
8849,0.444
8850,0.542
8851,0.564
8852,0.662
8853,0.56
8854,0.506
8855,0.63
8856,0.448
8857,0.56
8858,0.486
8859,0.63
8860,0.38
8861,0.702
8862,0.454
8863,0.728
8864,0.52
8865,0.584
8866,0.454
8867,0.418
8868,0.366
8869,0.464
8870,0.416
8871,0.482
8872,0.472
8873,0.402
8874,0.618
8875,0.362
8876,0.252
8877,0.384
8878,0.402
8879,0.42
8880,0.7
8881,0.506
8882,0.604
8883,0.668
8884,0.572
8885,0.654
8886,0.506
8887,0.652
8888,0.404
8889,0.6
8890,0.488
8891,0.444
8892,0.54
8893,0.522
8894,0.504
8895,0.648
8896,0.37
8897,0.66
8898,0.506
8899,0.518
8900,0.648
8901,0.552
8902,0.45
8903,0.502
8904,0.368
8905,0.478
8906,0.49
8907,0.528
8908,0.508
8909,0.598
8910,0.616
8911,0.444
8912,0.582
8913,0.472
8914,0.66
8915,0.446
8916,0.422
8917,0.432
8918,0.696
8919,0.33
8920,0.404
8921,0.662
8922,0.604
8923,0.514
8924,0.766
8925,0.564
8926,0.39
8927,0.544
8928,0.05
8929,0.46
8930,0.502
8931,0.406
8932,0.428
8933,0.754
8934,0.126
8935,0.37
8936,0.426
8937,0.478
8938,0.372
8939,0.298
8940,0.56
8941,0.586
8942,0.562
8943,0.568
8944,0.558
8945,0.55
8946,0.574
8947,0.61
8948,0.666
8949,0.656
8950,0.49
8951,0.598
8952,0.502
8953,0.468
8954,0.688
8955,0.586
8956,0.608
8957,0.586
8958,0.67
8959,0.646
8960,0.536
8961,0.438
8962,0.61
8963,0.562
8964,0.67
8965,0.55
8966,0.726
8967,0.638
8968,0.672
8969,0.638
8970,0.552
8971,0.686
8972,0.482
8973,0.62
8974,0.586
8975,0.592
8976,0.584
8977,0.462
8978,0.6
8979,0.5
8980,0.568
8981,0.388
8982,0.632
8983,0.452
8984,0.528
8985,0.652
8986,0.65
8987,0.504
8988,0.772
8989,0.458
8990,0.618
8991,0.688
8992,0.456
8993,0.464
8994,0.504
8995,0.578
8996,0.494
8997,0.452
8998,0.714
8999,0.57
9000,0.628
9001,0.428
9002,0.57
9003,0.618
9004,0.596
9005,0.64
9006,0.344
9007,0.664
9008,0.458
9009,0.668
9010,0.586
9011,0.6
9012,0.368
9013,0.448
9014,0.296
9015,0.538
9016,0.456
9017,0.41
9018,0.57
9019,0.656
9020,0.416
9021,0.648
9022,0.544
9023,0.598
9024,0.598
9025,0.528
9026,0.594
9027,0.502
9028,0.582
9029,0.616
9030,0.536
9031,0.574
9032,0.528
9033,0.532
9034,0.508
9035,0.554
9036,0.456
9037,0.586
9038,0.546
9039,0.492
9040,0.454
9041,0.498
9042,0.526
9043,0.458
9044,0.558
9045,0.452
9046,0.544
9047,0.588
9048,0.644
9049,0.476
9050,0.484
9051,0.658
9052,0.626
9053,0.496
9054,0.486
9055,0.522
9056,0.454
9057,0.604
9058,0.534
9059,0.556
9060,0.648
9061,0.5
9062,0.522
9063,0.606
9064,0.594
9065,0.536
9066,0.462
9067,0.392
9068,0.586
9069,0.646
9070,0.52
9071,0.598
9072,0.594
9073,0.58
9074,0.34
9075,0.474
9076,0.402
9077,0.612
9078,0.404
9079,0.574
9080,0.572
9081,0.51
9082,0.51
9083,0.51
9084,0.63
9085,0.732
9086,0.396
9087,0.594
9088,0.55
9089,0.59
9090,0.574
9091,0.428
9092,0.456
9093,0.506
9094,0.45
9095,0.648
9096,0.422
9097,0.346
9098,0.582
9099,0.43
9100,0.342
9101,0.474
9102,0.54
9103,0.274
9104,0.568
9105,0.582
9106,0.494
9107,0.388
9108,0.524
9109,0.616
9110,0.628
9111,0.544
9112,0.67
9113,0.64
9114,0.266
9115,0.534
9116,0.404
9117,0.474
9118,0.572
9119,0.59
9120,0.606
9121,0.666
9122,0.568
9123,0.506
9124,0.452
9125,0.432
9126,0.718
9127,0.56
9128,0.534
9129,0.562
9130,0.566
9131,0.68
9132,0.64
9133,0.542
9134,0.586
9135,0.436
9136,0.59
9137,0.636
9138,0.452
9139,0.482
9140,0.264
9141,0.57
9142,0.414
9143,0.346
9144,0.14
9145,0.484
9146,0.624
9147,0.318
9148,0.544
9149,0.152
9150,0.596
9151,0.52
9152,0.538
9153,0.516
9154,0.446
9155,0.59
9156,0.51
9157,0.532
9158,0.316
9159,0.646
9160,0.56
9161,0.426
9162,0.466
9163,0.408
9164,0.468
9165,0.58
9166,0.484
9167,0.394
9168,0.29
9169,0.392
9170,0.676
9171,0.49
9172,0.66
9173,0.658
9174,0.636
9175,0.592
9176,0.452
9177,0.64
9178,0.04
9179,0.446
9180,0.394
9181,0.6
9182,0.45
9183,0.386
9184,0.67
9185,0.362
9186,0.54
9187,0.598
9188,0.648
9189,0.526
9190,0.538
9191,0.49
9192,0.582
9193,0.51
9194,0.538
9195,0.602
9196,0.544
9197,0.558
9198,0.474
9199,0.666
9200,0.536
9201,0.616
9202,0.632
9203,0.64
9204,0.572
9205,0.696
9206,0.456
9207,0.392
9208,0.512
9209,0.47
9210,0.642
9211,0.48
9212,0.726
9213,0.57
9214,0.414
9215,0.65
9216,0.508
9217,0.578
9218,0.534
9219,0.67
9220,0.556
9221,0.51
9222,0.474
9223,0.62
9224,0.506
9225,0.524
9226,0.5
9227,0.448
9228,0.602
9229,0.584
9230,0.382
9231,0.6
9232,0.474
9233,0.424
9234,0.496
9235,0.538
9236,0.426
9237,0.678
9238,0.576
9239,0.49
9240,0.662
9241,0.572
9242,0.478
9243,0.57
9244,0.626
9245,0.556
9246,0.366
9247,0.502
9248,0.528
9249,0.672
9250,0.432
9251,0.604
9252,0.452
9253,0.57
9254,0.666
9255,0.496
9256,0.644
9257,0.528
9258,0.51
9259,0.54
9260,0.544
9261,0.46
9262,0.524
9263,0.514
9264,0.668
9265,0.492
9266,0.58
9267,0.508
9268,0.572
9269,0.458
9270,0.586
9271,0.656
9272,0.64
9273,0.632
9274,0.666
9275,0.49
9276,0.518
9277,0.468
9278,0.51
9279,0.654
9280,0.684
9281,0.288
9282,0.65
9283,0.684
9284,0.572
9285,0.482
9286,0.478
9287,0.508
9288,0.512
9289,0.398
9290,0.346
9291,0.546
9292,0.58
9293,0.668
9294,0.49
9295,0.756
9296,0.39
9297,0.642
9298,0.63
9299,0.576
9300,0.558
9301,0.686
9302,0.806
9303,0.566
9304,0.49
9305,0.55
9306,0.616
9307,0.542
9308,0.582
9309,0.666
9310,0.64
9311,0.708
9312,0.484
9313,0.536
9314,0.618
9315,0.41
9316,0.502
9317,0.606
9318,0.374
9319,0.562
9320,0.736
9321,0.626
9322,0.708
9323,0.454
9324,0.456
9325,0.59
9326,0.456
9327,0.49
9328,0.57
9329,0.522
9330,0.512
9331,0.36
9332,0.576
9333,0.444
9334,0.624
9335,0.53
9336,0.556
9337,0.454
9338,0.468
9339,0.622
9340,0.574
9341,0.648
9342,0.594
9343,0.608
9344,0.752
9345,0.576
9346,0.68
9347,0.628
9348,0.606
9349,0.714
9350,0.52
9351,0.644
9352,0.45
9353,0.402
9354,0.626
9355,0.448
9356,0.314
9357,0.534
9358,0.638
9359,0.542
9360,0.592
9361,0.45
9362,0.352
9363,0.566
9364,0.518
9365,0.468
9366,0.494
9367,0.466
9368,0.476
9369,0.472
9370,0.588
9371,0.624
9372,0.534
9373,0.542
9374,0.646
9375,0.658
9376,0.602
9377,0.574
9378,0.438
9379,0.498
9380,0.578
9381,0.632
9382,0.582
9383,0.718
9384,0.508
9385,0.716
9386,0.688
9387,0.272
9388,0.652
9389,0.492
9390,0.626
9391,0.624
9392,0.594
9393,0.602
9394,0.486
9395,0.68
9396,0.538
9397,0.364
9398,0.486
9399,0.482
9400,0.444
9401,0.44
9402,0.456
9403,0.398
9404,0.31
9405,0.694
9406,0.488
9407,0.53
9408,0.346
9409,0.474
9410,0.39
9411,0.514
9412,0.488
9413,0.606
9414,0.278
9415,0.414
9416,0.53
9417,0.554
9418,0.494
9419,0.464
9420,0.514
9421,0.48
9422,0.222
9423,0.362
9424,0.32
9425,0.41
9426,0.404
9427,0.532
9428,0.606
9429,0.368
9430,0.568
9431,0.57
9432,0.51
9433,0.486
9434,0.472
9435,0.252
9436,0.59
9437,0.522
9438,0.348
9439,0.292
9440,0.528
9441,0.708
9442,0.408
9443,0.428
9444,0.378
9445,0.544
9446,0.494
9447,0.676
9448,0.562
9449,0.482
9450,0.504
9451,0.388
9452,0.53
9453,0.48
9454,0.588
9455,0.558
9456,0.508
9457,0.4
9458,0.502
9459,0.54
9460,0.53
9461,0.58
9462,0.568
9463,0.518
9464,0.526
9465,0.526
9466,0.462
9467,0.592
9468,0.658
9469,0.44
9470,0.372
9471,0.496
9472,0.696
9473,0.698
9474,0.666
9475,0.608
9476,0.53
9477,0.626
9478,0.548
9479,0.55
9480,0.61
9481,0.482
9482,0.628
9483,0.572
9484,0.408
9485,0.484
9486,0.68
9487,0.648
9488,0.582
9489,0.488
9490,0.484
9491,0.806
9492,0.75
9493,0.632
9494,0.608
9495,0.57
9496,0.626
9497,0.45
9498,0.664
9499,0.428
9500,0.51
9501,0.614
9502,0.63
9503,0.514
9504,0.672
9505,0.43
9506,0.488
9507,0.672
9508,0.566
9509,0.638
9510,0.696
9511,0.706
9512,0.524
9513,0.642
9514,0.496
9515,0.59
9516,0.546
9517,0.428
9518,0.69
9519,0.58
9520,0.7
9521,0.702
9522,0.63
9523,0.588
9524,0.612
9525,0.514
9526,0.536
9527,0.52
9528,0.536
9529,0.428
9530,0.352
9531,0.596
9532,0.646
9533,0.558
9534,0.386
9535,0.528
9536,0.646
9537,0.698
9538,0.544
9539,0.61
9540,0.392
9541,0.554
9542,0.414
9543,0.398
9544,0.698
9545,0.666
9546,0.478
9547,0.646
9548,0.478
9549,0.486
9550,0.576
9551,0.56
9552,0.506
9553,0.544
9554,0.72
9555,0.696
9556,0.666
9557,0.39
9558,0.274
9559,0.472
9560,0.662
9561,0.6
9562,0.688
9563,0.564
9564,0.61
9565,0.682
9566,0.436
9567,0.628
9568,0.614
9569,0.642
9570,0.532
9571,0.348
9572,0.534
9573,0.416
9574,0.654
9575,0.472
9576,0.444
9577,0.382
9578,0.624
9579,0.524
9580,0.58
9581,0.476
9582,0.562
9583,0.688
9584,0.598
9585,0.518
9586,0.47
9587,0.438
9588,0.596
9589,0.606
9590,0.49
9591,0.582
9592,0.378
9593,0.72
9594,0.512
9595,0.536
9596,0.708
9597,0.348
9598,0.572
9599,0.486
9600,0.596
9601,0.53
9602,0.678
9603,0.634
9604,0.43
9605,0.556
9606,0.624
9607,0.416
9608,0.574
9609,0.448
9610,0.378
9611,0.634
9612,0.498
9613,0.39
9614,0.694
9615,0.634
9616,0.544
9617,0.7
9618,0.352
9619,0.562
9620,0.378
9621,0.642
9622,0.61
9623,0.578
9624,0.682
9625,0.334
9626,0.492
9627,0.632
9628,0.376
9629,0.556
9630,0.586
9631,0.746
9632,0.356
9633,0.108
9634,0.304
9635,0.468
9636,0.436
9637,0.294
9638,0.488
9639,0.67
9640,0.386
9641,0.36
9642,0.592
9643,0.486
9644,0.622
9645,0.594
9646,0.562
9647,0.552
9648,0.574
9649,0.304
9650,0.372
9651,0.556
9652,0.414
9653,0.684
9654,0.424
9655,0.544
9656,0.234
9657,0.58
9658,0.584
9659,0.468
9660,0.348
9661,0.46
9662,0.516
9663,0.624
9664,0.128
9665,0.286
9666,0.464
9667,0.34
9668,0.608
9669,0.528
9670,0.434
9671,0.576
9672,0.72
9673,0.574
9674,0.342
9675,0.524
9676,0.36
9677,0.568
9678,0.58
9679,0.362
9680,0.346
9681,0.386
9682,0.454
9683,0.49
9684,0.498
9685,0.734
9686,0.398
9687,0.332
9688,0.37
9689,0.726
9690,0.612
9691,0.356
9692,0.426
9693,0.522
9694,0.418
9695,0.68
9696,0.616
9697,0.252
9698,0.514
9699,0.396
9700,0.736
9701,0.594
9702,0.582
9703,0.474
9704,0.412
9705,0.624
9706,0.69
9707,0.688
9708,0.53
9709,0.534
9710,0.504
9711,0.562
9712,0.408
9713,0.662
9714,0.616
9715,0.542
9716,0.422
9717,0.714
9718,0.464
9719,0.608
9720,0.478
9721,0.682
9722,0.526
9723,0.516
9724,0.658
9725,0.592
9726,0.56
9727,0.51
9728,0.616
9729,0.562
9730,0.578
9731,0.608
9732,0.574
9733,0.558
9734,0.436
9735,0.534
9736,0.424
9737,0.534
9738,0.488
9739,0.588
9740,0.538
9741,0.596
9742,0.62
9743,0.604
9744,0.554
9745,0.454
9746,0.63
9747,0.676
9748,0.544
9749,0.702
9750,0.508
9751,0.492
9752,0.634
9753,0.594
9754,0.604
9755,0.618
9756,0.51
9757,0.586
9758,0.434
9759,0.552
9760,0.614
9761,0.39
9762,0.614
9763,0.588
9764,0.516
9765,0.708
9766,0.618
9767,0.66
9768,0.578
9769,0.424
9770,0.588
9771,0.556
9772,0.624
9773,0.538
9774,0.4
9775,0.524
9776,0.63
9777,0.512
9778,0.618
9779,0.61
9780,0.524
9781,0.426
9782,0.622
9783,0.644
9784,0.598
9785,0.42
9786,0.784
9787,0.554
9788,0.742
9789,0.666
9790,0.67
9791,0.564
9792,0.63
9793,0.57
9794,0.67
9795,0.722
9796,0.562
9797,0.688
9798,0.608
9799,0.422
9800,0.514
9801,0.61
9802,0.59
9803,0.36
9804,0.53
9805,0.568
9806,0.644
9807,0.522
9808,0.596
9809,0.402
9810,0.52
9811,0.408
9812,0.526
9813,0.658
9814,0.6
9815,0.588
9816,0.564
9817,0.518
9818,0.348
9819,0.614
9820,0.584
9821,0.566
9822,0.724
9823,0.578
9824,0.352
9825,0.606
9826,0.616
9827,0.604
9828,0.526
9829,0.582
9830,0.32
9831,0.694
9832,0.654
9833,0.628
9834,0.342
9835,0.536
9836,0.494
9837,0.644
9838,0.566
9839,0.56
9840,0.512
9841,0.63
9842,0.386
9843,0.602
9844,0.54
9845,0.542
9846,0.642
9847,0.474
9848,0.676
9849,0.572
9850,0.444
9851,0.582
9852,0.688
9853,0.416
9854,0.462
9855,0.604
9856,0.492
9857,0.604
9858,0.484
9859,0.552
9860,0.536
9861,0.622
9862,0.618
9863,0.516
9864,0.586
9865,0.582
9866,0.494
9867,0.482
9868,0.438
9869,0.59
9870,0.46
9871,0.618
9872,0.534
9873,0.78
9874,0.56
9875,0.526
9876,0.578
9877,0.492
9878,0.682
9879,0.434
9880,0.442
9881,0.462
9882,0.554
9883,0.36
9884,0.578
9885,0.446
9886,0.598
9887,0.758
9888,0.31
9889,0.552
9890,0.47
9891,0.546
9892,0.388
9893,0.568
9894,0.492
9895,0.662
9896,0.74
9897,0.552
9898,0.53
9899,0.6
9900,0.5
9901,0.59
9902,0.562
9903,0.728
9904,0.592
9905,0.536
9906,0.562
9907,0.484
9908,0.478
9909,0.43
9910,0.736
9911,0.58
9912,0.608
9913,0.57
9914,0.504
9915,0.336
9916,0.446
9917,0.772
9918,0.38
9919,0.282
9920,0.458
9921,0.72
9922,0.624
9923,0.388
9924,0.436
9925,0.658
9926,0.52
9927,0.566
9928,0.452
9929,0.4
9930,0.406
9931,0.346
9932,0.326
9933,0.458
9934,0.336
9935,0.602
9936,0.45
9937,0.426
9938,0.642
9939,0.412
9940,0.432
9941,0.56
9942,0.45
9943,0.452
9944,0.6
9945,0.448
9946,0.308
9947,0.402
9948,0.526
9949,0.412
9950,0.47
9951,0.386
9952,0.552
9953,0.516
9954,0.482
9955,0.71
9956,0.426
9957,0.512
9958,0.356
9959,0.35
9960,0.542
9961,0.54
9962,0.364
9963,0.608
9964,0.502
9965,0.342
9966,0.484
9967,0.408
9968,0.588
9969,0.678
9970,0.65
9971,0.568
9972,0.57
9973,0.566
9974,0.442
9975,0.452
9976,0.604
9977,0.676
9978,0.758
9979,0.592
9980,0.642
9981,0.582
9982,0.536
9983,0.508
9984,0.446
9985,0.396
9986,0.43
9987,0.546
9988,0.54
9989,0.66
9990,0.538
9991,0.556
9992,0.634
9993,0.512
9994,0.454
9995,0.6
9996,0.526
9997,0.562
9998,0.52
9999,0.45
10000,0.6
10001,0.39
10002,0.498
10003,0.538
10004,0.526
10005,0.624
10006,0.484
10007,0.502
