"id","Response"
121794,"0"
71562,"0"
278989,"0"
178152,"0"
372986,"0"
5812,"0"
20176,"0"
2873,"0"
235187,"0"
356108,"0"
237815,"0"
36900,"0"
269393,"0"
221693,"0"
379842,"0"
345259,"0"
378699,"0"
279957,"0"
144073,"0"
263789,"0"
100611,"1"
73916,"0"
362000,"0"
178427,"0"
262229,"0"
149382,"0"
342216,"0"
289314,"0"
110067,"0"
60886,"0"
336837,"0"
237480,"0"
363313,"0"
350897,"0"
232897,"0"
88853,"0"
139446,"0"
103720,"0"
271177,"0"
284988,"0"
363791,"0"
178232,"0"
9203,"0"
279180,"0"
45020,"0"
175719,"0"
48597,"0"
140408,"0"
182256,"0"
98224,"0"
263622,"0"
216305,"0"
195481,"0"
206351,"0"
158874,"0"
275615,"0"
25250,"0"
162529,"0"
38444,"0"
116685,"0"
164791,"0"
127646,"0"
223669,"0"
265051,"0"
104174,"0"
105580,"0"
10411,"0"
299853,"0"
201933,"0"
228850,"0"
74472,"0"
177806,"0"
210488,"0"
119248,"0"
130568,"0"
249490,"0"
196096,"0"
32704,"0"
114220,"0"
250989,"0"
266869,"0"
283184,"0"
152825,"0"
128522,"0"
172304,"0"
102238,"0"
270877,"0"
201684,"0"
328099,"0"
260725,"0"
253113,"0"
156815,"0"
67905,"0"
131102,"0"
64147,"0"
28944,"0"
85835,"0"
322883,"0"
76809,"0"
126667,"0"
110244,"0"
82648,"0"
244584,"0"
219034,"0"
232420,"0"
254234,"0"
210613,"0"
302401,"0"
81637,"0"
369656,"0"
44378,"0"
364966,"0"
325881,"0"
24731,"0"
215295,"0"
189641,"0"
197214,"0"
178692,"0"
130992,"0"
150083,"0"
21655,"0"
63516,"0"
327754,"0"
80116,"0"
270095,"0"
336238,"0"
163586,"0"
203113,"0"
125888,"0"
135435,"0"
275936,"0"
219974,"0"
141201,"0"
201628,"0"
195818,"0"
207219,"0"
87535,"0"
349464,"0"
206678,"0"
94595,"0"
258807,"0"
8733,"0"
72800,"0"
150501,"0"
198407,"0"
194837,"0"
204916,"0"
340260,"0"
301948,"0"
249583,"0"
133944,"0"
348477,"0"
134243,"0"
162749,"0"
89268,"0"
138334,"0"
338593,"0"
173071,"0"
334389,"0"
55661,"0"
334691,"0"
145089,"0"
43039,"0"
112164,"1"
218193,"0"
309005,"0"
292435,"0"
347682,"0"
279672,"0"
240598,"0"
2534,"0"
73893,"0"
330595,"0"
73909,"0"
58301,"0"
282348,"0"
130652,"0"
87331,"0"
359357,"0"
43604,"0"
57120,"0"
236703,"0"
103789,"0"
299694,"0"
239611,"0"
216328,"0"
83187,"0"
49164,"0"
372371,"0"
306896,"0"
355574,"0"
32767,"0"
331026,"0"
260428,"0"
91883,"0"
267759,"0"
140474,"0"
119417,"0"
103723,"0"
130325,"0"
214211,"0"
143736,"0"
127548,"0"
180017,"0"
65121,"0"
328125,"0"
335066,"0"
181061,"0"
201452,"0"
140405,"0"
49513,"0"
199890,"0"
66861,"0"
111471,"0"
263707,"0"
67772,"0"
116216,"0"
147486,"0"
184423,"0"
141366,"0"
313223,"0"
72086,"0"
90426,"0"
241324,"0"
125714,"0"
251252,"0"
276869,"0"
336142,"0"
191546,"0"
200730,"0"
238808,"0"
271266,"0"
285727,"0"
379758,"0"
136965,"0"
353830,"0"
195946,"0"
225874,"0"
329004,"0"
268037,"0"
241267,"0"
136300,"0"
222535,"0"
115051,"0"
235037,"0"
112000,"0"
366867,"0"
243570,"0"
292769,"0"
370166,"0"
136736,"0"
26231,"0"
260607,"0"
248212,"0"
90990,"0"
141574,"0"
76154,"0"
326131,"0"
365849,"0"
355601,"0"
379917,"0"
116227,"0"
74306,"0"
278202,"0"
133709,"0"
96746,"0"
221449,"0"
126640,"0"
208463,"0"
279019,"0"
4344,"0"
356206,"0"
303980,"0"
153151,"0"
74045,"0"
323896,"0"
136871,"0"
70895,"0"
166412,"0"
81092,"0"
111335,"0"
225110,"0"
69465,"0"
137537,"0"
34045,"0"
329954,"0"
12489,"0"
127324,"0"
294448,"0"
118832,"0"
275014,"0"
151606,"0"
127205,"1"
105819,"0"
128112,"0"
226881,"0"
355111,"0"
307727,"0"
26538,"0"
283829,"0"
79671,"0"
316665,"0"
3752,"0"
59660,"0"
211818,"0"
336657,"0"
175055,"0"
150711,"0"
365381,"0"
366326,"0"
89301,"0"
276836,"0"
80025,"0"
46533,"0"
10172,"0"
37364,"0"
19493,"0"
109988,"0"
190992,"0"
25559,"0"
86836,"0"
61847,"0"
194584,"0"
271945,"0"
318787,"0"
107495,"0"
268021,"0"
162993,"0"
368045,"0"
41430,"0"
119305,"0"
208838,"0"
243084,"0"
282467,"0"
74269,"0"
184811,"0"
53214,"0"
286424,"0"
133493,"0"
212988,"0"
62729,"0"
43912,"0"
66494,"0"
311132,"0"
309053,"0"
280426,"0"
327521,"0"
371081,"0"
81433,"0"
205567,"0"
304011,"0"
189979,"0"
156541,"0"
203200,"0"
139071,"0"
183782,"0"
104599,"0"
57886,"0"
143999,"0"
289019,"0"
48829,"0"
318826,"0"
243173,"0"
237466,"0"
180835,"0"
264233,"0"
223955,"0"
33452,"0"
286199,"0"
259827,"0"
203551,"0"
312785,"0"
271056,"0"
22805,"0"
266154,"0"
263342,"0"
98219,"0"
246739,"0"
236997,"0"
31950,"0"
21504,"0"
303760,"0"
200784,"0"
282712,"0"
137273,"0"
105865,"0"
16764,"0"
170724,"0"
260643,"0"
61662,"0"
203573,"0"
370234,"0"
365451,"0"
86543,"0"
238286,"0"
305901,"0"
312951,"0"
116747,"0"
114176,"0"
166573,"0"
371160,"0"
30117,"0"
51908,"0"
287819,"0"
218485,"0"
75189,"0"
285409,"0"
328746,"0"
332036,"0"
24350,"0"
367474,"0"
158119,"0"
121674,"0"
361021,"0"
186917,"0"
342307,"0"
50144,"0"
259420,"0"
52091,"0"
144920,"1"
197394,"0"
310041,"0"
113152,"0"
106682,"0"
320251,"0"
347414,"0"
118151,"0"
329484,"0"
76114,"0"
190103,"0"
216908,"0"
2483,"0"
37671,"0"
342782,"0"
137888,"0"
338683,"0"
310820,"0"
161635,"0"
223325,"0"
302839,"0"
376469,"0"
165596,"0"
2412,"0"
100872,"0"
168238,"0"
182080,"0"
376820,"0"
204120,"0"
252298,"0"
130324,"0"
233576,"0"
246102,"0"
146522,"0"
243518,"0"
111320,"0"
21121,"0"
141719,"0"
221825,"0"
82350,"0"
175590,"0"
161838,"0"
3903,"0"
52745,"0"
129314,"0"
203447,"0"
81789,"0"
267084,"0"
331003,"0"
239060,"0"
49192,"0"
249544,"0"
85619,"0"
361698,"0"
117717,"0"
293885,"0"
349178,"0"
24517,"0"
170048,"0"
229470,"0"
110492,"0"
256311,"0"
3537,"0"
186677,"0"
238352,"0"
221124,"0"
102388,"0"
129560,"0"
168455,"0"
220024,"0"
66441,"0"
197662,"0"
130653,"0"
347183,"0"
37450,"0"
107450,"0"
317188,"0"
369510,"0"
303412,"0"
18818,"0"
28257,"0"
159665,"0"
96037,"0"
186893,"0"
188136,"0"
48492,"0"
276302,"0"
197696,"0"
183847,"0"
193097,"0"
256094,"0"
8224,"0"
281040,"0"
225593,"0"
40246,"0"
304545,"1"
168504,"0"
149609,"0"
176399,"0"
207358,"0"
121320,"0"
59661,"0"
87580,"0"
231161,"0"
130554,"0"
283866,"0"
300629,"0"
246562,"0"
58954,"0"
112083,"0"
291782,"0"
210115,"0"
258132,"0"
118780,"0"
189174,"0"
43600,"0"
266070,"0"
231175,"0"
351291,"0"
344357,"0"
291159,"0"
207215,"0"
247508,"0"
53344,"0"
269839,"0"
164433,"0"
188465,"0"
93433,"0"
141488,"0"
243981,"0"
275795,"0"
1332,"0"
203017,"0"
270586,"0"
333454,"0"
200898,"0"
352523,"0"
316773,"0"
10497,"0"
284409,"0"
71678,"0"
371780,"0"
54665,"0"
197374,"0"
270162,"0"
285513,"0"
161134,"0"
307761,"0"
275884,"0"
360573,"0"
54929,"0"
273895,"0"
26295,"0"
55986,"0"
188859,"0"
155581,"0"
284855,"0"
311267,"0"
92380,"0"
168496,"0"
136349,"0"
94008,"0"
83996,"0"
205194,"0"
231749,"0"
132542,"0"
224127,"0"
117428,"0"
81658,"0"
294871,"0"
196673,"0"
371714,"0"
67336,"0"
80715,"0"
205488,"0"
46976,"0"
261825,"0"
315722,"0"
349670,"0"
289711,"0"
212181,"0"
40367,"0"
318145,"0"
259400,"0"
63503,"0"
39429,"0"
290499,"0"
33534,"0"
169068,"0"
68601,"0"
113541,"0"
55418,"0"
218221,"0"
149027,"0"
225925,"0"
346546,"0"
373625,"0"
289967,"0"
64424,"0"
209013,"0"
116244,"0"
165282,"0"
89298,"0"
71025,"0"
188053,"0"
340578,"0"
202078,"0"
74872,"0"
61499,"0"
38208,"0"
26943,"0"
22177,"0"
262189,"0"
349480,"0"
111204,"0"
359993,"0"
68583,"0"
57258,"1"
184025,"0"
267147,"0"
23112,"0"
250479,"0"
38285,"0"
18489,"0"
363717,"0"
184859,"0"
34607,"0"
306898,"0"
162510,"0"
381086,"0"
245589,"0"
290860,"0"
79391,"0"
120217,"0"
1338,"0"
217159,"0"
111730,"0"
210269,"0"
355848,"0"
135800,"0"
332256,"0"
362900,"0"
217647,"0"
264688,"0"
15030,"0"
242376,"0"
364163,"0"
152898,"0"
84363,"0"
206654,"0"
45405,"0"
236053,"0"
11167,"0"
99920,"0"
289804,"0"
360588,"0"
96323,"0"
89525,"0"
155570,"0"
161054,"0"
244413,"0"
156267,"0"
23500,"0"
195427,"0"
105990,"0"
256975,"0"
39822,"0"
132706,"0"
195495,"0"
109412,"0"
228597,"0"
245156,"0"
22097,"0"
18711,"0"
154366,"0"
361292,"0"
155150,"0"
67910,"0"
183686,"0"
173247,"0"
59945,"0"
82182,"0"
100184,"0"
28177,"0"
102598,"0"
363261,"0"
122793,"0"
287190,"0"
146633,"0"
99878,"0"
262162,"0"
171773,"0"
119812,"0"
269887,"0"
180667,"0"
214594,"0"
209048,"0"
324342,"0"
233171,"0"
352816,"0"
51192,"0"
255049,"0"
314708,"0"
75166,"0"
252612,"0"
127290,"0"
6821,"0"
164195,"0"
199590,"0"
284986,"0"
324264,"0"
180028,"0"
49430,"0"
231481,"0"
163317,"0"
180501,"0"
7750,"0"
195344,"0"
35844,"0"
319510,"0"
323311,"0"
178191,"0"
270043,"0"
41322,"0"
328071,"0"
35219,"0"
128841,"0"
215505,"0"
356951,"0"
152185,"0"
4406,"0"
238525,"0"
243130,"0"
254697,"0"
97226,"0"
330580,"0"
373938,"0"
188865,"0"
245657,"0"
141097,"0"
374941,"0"
65864,"0"
299954,"0"
139443,"0"
20448,"0"
356841,"0"
367834,"0"
361447,"0"
213056,"0"
252480,"1"
347017,"0"
67963,"0"
94071,"0"
69394,"0"
304504,"0"
270145,"0"
232395,"0"
373047,"0"
252123,"0"
224609,"0"
226393,"0"
359490,"0"
203416,"0"
248562,"0"
351582,"0"
270602,"0"
325911,"0"
155185,"0"
119977,"0"
183150,"0"
82156,"0"
49194,"0"
20833,"0"
142603,"0"
82096,"0"
158391,"0"
154824,"0"
103276,"0"
345989,"0"
325803,"0"
121720,"0"
122030,"0"
45813,"0"
377822,"0"
180679,"0"
233089,"0"
311624,"0"
334901,"0"
54488,"0"
251476,"0"
76844,"0"
186862,"0"
353947,"0"
70326,"0"
34082,"0"
330717,"0"
22833,"0"
334886,"0"
140546,"0"
345880,"0"
159435,"0"
175481,"0"
61692,"0"
184988,"0"
218393,"0"
167715,"0"
230114,"0"
335627,"0"
63214,"0"
213376,"0"
304458,"0"
157431,"0"
252690,"0"
156261,"0"
232836,"0"
302650,"0"
89433,"0"
114206,"0"
240027,"0"
197424,"0"
196194,"0"
341687,"0"
191476,"0"
376328,"0"
253074,"0"
115494,"0"
218902,"0"
12707,"0"
171344,"0"
164785,"0"
71535,"0"
265255,"0"
338528,"0"
9512,"0"
170357,"0"
366179,"0"
65362,"0"
149695,"0"
372761,"0"
130073,"0"
258526,"0"
249347,"0"
9166,"0"
139223,"0"
111013,"0"
289928,"0"
244239,"0"
163088,"0"
261442,"0"
27837,"0"
305040,"0"
350198,"0"
65668,"0"
60210,"0"
12036,"0"
248691,"0"
335041,"0"
284080,"0"
115005,"0"
161603,"0"
327624,"0"
218573,"0"
180265,"0"
364909,"0"
328903,"0"
161924,"0"
132076,"0"
162940,"0"
326592,"0"
34787,"0"
107252,"0"
350845,"0"
255463,"0"
247974,"0"
239360,"0"
157257,"0"
25430,"0"
122682,"0"
157445,"0"
343295,"0"
81404,"0"
181670,"0"
56785,"0"
1282,"0"
336021,"0"
25714,"0"
201579,"0"
46338,"0"
94525,"0"
296791,"0"
160701,"0"
242534,"0"
377261,"0"
182749,"0"
133935,"0"
28910,"0"
347449,"0"
293169,"0"
247675,"0"
94031,"0"
355038,"0"
194295,"0"
287986,"0"
59473,"0"
294643,"0"
275193,"0"
234411,"0"
63334,"0"
225632,"0"
288211,"0"
4635,"0"
156975,"0"
199502,"0"
123715,"0"
378946,"0"
38514,"0"
202555,"0"
31458,"0"
97157,"0"
286014,"0"
167506,"0"
14970,"0"
127918,"0"
261487,"0"
222851,"0"
81850,"0"
170941,"0"
44739,"0"
307763,"0"
328810,"0"
225278,"0"
249735,"0"
39194,"0"
102497,"0"
168313,"0"
127472,"0"
246594,"0"
204182,"0"
170966,"0"
9258,"1"
124134,"0"
337616,"0"
165007,"0"
40583,"0"
258921,"0"
190719,"0"
60142,"0"
138873,"0"
378650,"0"
341244,"0"
363506,"0"
26394,"0"
310500,"0"
144913,"0"
91129,"0"
313279,"0"
70247,"0"
290823,"0"
107277,"0"
80551,"0"
97143,"0"
270725,"0"
308547,"0"
348648,"0"
368058,"0"
306644,"0"
176556,"0"
131642,"0"
260956,"0"
318132,"0"
135577,"0"
157466,"0"
29670,"0"
194599,"0"
339600,"0"
261154,"0"
261474,"0"
132685,"0"
60724,"0"
256992,"0"
330487,"0"
306349,"0"
233216,"0"
332551,"0"
112747,"0"
315500,"0"
332421,"0"
347806,"0"
191400,"0"
346714,"0"
6721,"0"
209792,"0"
96551,"0"
280116,"0"
53675,"0"
12193,"0"
304657,"0"
348098,"0"
363966,"0"
149070,"0"
97594,"0"
317987,"0"
37406,"0"
209016,"0"
187145,"0"
246707,"0"
258461,"0"
352650,"0"
144665,"0"
202997,"0"
236547,"0"
283257,"0"
203694,"0"
246364,"0"
212169,"0"
302475,"0"
165144,"0"
266928,"0"
111649,"0"
253367,"0"
104636,"0"
23046,"0"
247954,"0"
101871,"0"
272169,"0"
344022,"0"
197266,"0"
100888,"0"
20069,"0"
51999,"0"
355324,"0"
148160,"0"
329906,"0"
74513,"0"
343930,"0"
298483,"0"
369312,"0"
290005,"0"
146653,"1"
342805,"0"
370025,"0"
72500,"0"
19873,"0"
334609,"0"
93896,"0"
326601,"0"
54866,"0"
364288,"0"
220267,"0"
367114,"0"
359412,"0"
4104,"0"
380240,"0"
366640,"1"
170815,"0"
321262,"0"
18207,"0"
308395,"0"
205479,"0"
143245,"0"
303768,"0"
373181,"0"
339015,"0"
19094,"0"
92084,"0"
130522,"0"
219322,"0"
282265,"0"
119628,"0"
339492,"0"
223578,"0"
232864,"0"
324970,"0"
177424,"0"
45626,"0"
25514,"0"
375289,"0"
104901,"0"
158177,"0"
270373,"0"
160043,"0"
69675,"0"
155520,"0"
204521,"0"
322607,"0"
281905,"0"
19827,"0"
79324,"0"
141162,"0"
322911,"0"
210358,"0"
192402,"0"
221331,"0"
331975,"0"
195802,"0"
367247,"0"
66858,"0"
168594,"0"
258866,"0"
256514,"0"
16589,"0"
91271,"0"
273215,"0"
160051,"0"
156555,"0"
15197,"0"
205828,"0"
46,"0"
185916,"0"
35975,"0"
303678,"0"
355796,"0"
32997,"0"
291225,"0"
297786,"0"
145984,"0"
77558,"0"
18539,"0"
254649,"0"
363471,"0"
55155,"0"
317774,"0"
246015,"0"
127456,"0"
180188,"0"
131273,"0"
343823,"0"
332329,"0"
51739,"0"
99894,"0"
12340,"0"
373721,"0"
334685,"0"
189697,"0"
244006,"0"
236003,"0"
280160,"0"
157066,"0"
253115,"0"
39372,"0"
44595,"0"
356552,"0"
298,"0"
280977,"0"
150798,"0"
290180,"0"
376040,"0"
67174,"0"
296256,"0"
244192,"0"
193344,"0"
227940,"0"
358348,"0"
324327,"0"
172235,"0"
191231,"0"
230943,"0"
237460,"0"
58353,"0"
190842,"0"
18566,"0"
41267,"0"
91147,"0"
190257,"0"
85597,"0"
324811,"0"
212507,"0"
207046,"0"
90698,"0"
233951,"0"
261974,"0"
144279,"0"
166177,"0"
240511,"0"
192825,"0"
340335,"0"
120162,"0"
57962,"0"
154335,"0"
97227,"0"
372924,"0"
157450,"0"
117666,"0"
336825,"0"
17554,"0"
227305,"0"
115717,"0"
97644,"0"
361403,"0"
64394,"0"
297101,"0"
242053,"0"
35106,"0"
366617,"0"
165877,"0"
184758,"0"
11983,"0"
81720,"0"
208881,"0"
332877,"0"
306576,"0"
79703,"0"
215763,"0"
232172,"0"
359257,"0"
77405,"0"
333282,"0"
359247,"0"
1001,"0"
280693,"0"
225257,"0"
172664,"0"
216488,"0"
256749,"0"
234396,"0"
262397,"0"
264112,"0"
126177,"0"
239068,"0"
221556,"0"
96661,"0"
27435,"0"
301118,"0"
231274,"0"
274559,"0"
276638,"0"
52966,"0"
56027,"0"
73515,"0"
86114,"0"
203901,"0"
255807,"0"
42608,"0"
231475,"0"
109743,"0"
9373,"0"
334567,"0"
376254,"0"
113626,"0"
121515,"0"
109899,"0"
116247,"0"
136793,"0"
244836,"0"
160777,"0"
356295,"0"
25285,"0"
118389,"0"
262011,"0"
354472,"0"
27697,"0"
38156,"0"
35366,"0"
100978,"0"
78405,"0"
144700,"0"
113400,"0"
10360,"0"
91093,"0"
324825,"0"
216401,"0"
45470,"0"
143381,"0"
352346,"0"
320285,"0"
228913,"0"
61422,"0"
221808,"0"
238001,"0"
223900,"0"
215987,"0"
300037,"0"
222375,"0"
56269,"0"
258305,"0"
85671,"0"
328212,"0"
105386,"0"
155303,"0"
192832,"0"
309664,"0"
18875,"0"
15896,"0"
178774,"0"
345359,"0"
321137,"0"
355679,"0"
223626,"0"
47223,"0"
202008,"0"
231901,"0"
51755,"0"
286250,"0"
18949,"0"
126162,"0"
241993,"0"
172073,"0"
38989,"0"
36790,"0"
121831,"0"
17029,"0"
78055,"0"
220381,"0"
330213,"0"
187781,"0"
235719,"0"
227755,"0"
173519,"0"
215203,"0"
145399,"0"
181318,"0"
6648,"0"
241506,"0"
65923,"0"
199582,"0"
16506,"0"
208505,"0"
255573,"0"
13667,"0"
35917,"0"
64,"0"
30771,"0"
9380,"0"
76175,"0"
179863,"0"
104234,"0"
357432,"0"
204799,"0"
216805,"0"
203657,"0"
286759,"0"
367616,"0"
101097,"0"
74397,"0"
159505,"0"
188956,"0"
162627,"0"
199698,"0"
377255,"0"
281071,"1"
155900,"0"
342213,"0"
63841,"0"
67101,"0"
324093,"0"
329679,"0"
52281,"0"
101104,"0"
182985,"0"
293858,"0"
318828,"0"
274748,"0"
145836,"0"
366501,"0"
19188,"0"
168573,"0"
175594,"0"
326957,"0"
58801,"0"
58393,"0"
52500,"0"
109580,"0"
141695,"0"
55453,"0"
361943,"0"
209106,"0"
339291,"0"
214539,"0"
277128,"0"
364404,"1"
97598,"0"
59928,"0"
328169,"0"
339212,"0"
84644,"0"
324843,"0"
32862,"0"
194767,"0"
16047,"0"
11400,"0"
32544,"0"
229750,"0"
3060,"0"
140863,"0"
188221,"0"
315488,"0"
305625,"0"
257833,"0"
358269,"0"
54149,"0"
175402,"0"
295839,"0"
357113,"0"
187735,"0"
86308,"0"
256025,"0"
196444,"0"
360687,"0"
148216,"0"
12186,"0"
116458,"0"
351545,"0"
48184,"0"
34855,"0"
366882,"0"
18876,"0"
187644,"0"
140712,"0"
245451,"0"
129786,"0"
104018,"0"
86588,"0"
351093,"0"
321082,"0"
281035,"0"
124480,"0"
218111,"0"
371849,"0"
133392,"0"
209026,"0"
3931,"0"
194691,"0"
116515,"0"
40184,"0"
279431,"0"
52814,"0"
230233,"0"
76070,"0"
254644,"0"
97574,"0"
255896,"0"
142605,"0"
256480,"0"
160154,"0"
258091,"0"
194862,"0"
114942,"0"
372701,"0"
365499,"0"
91080,"0"
51387,"0"
99222,"0"
241613,"0"
146581,"0"
156406,"0"
220500,"0"
44981,"0"
380491,"0"
378184,"0"
118048,"0"
92001,"0"
258840,"0"
182939,"0"
110993,"0"
193947,"0"
211241,"0"
267141,"0"
99564,"0"
193887,"0"
307887,"0"
204597,"0"
274138,"0"
95878,"0"
352535,"0"
248969,"0"
306374,"0"
54985,"0"
220635,"0"
355944,"0"
29010,"0"
78902,"0"
206094,"0"
232658,"0"
154776,"0"
218562,"0"
54898,"0"
257396,"0"
323667,"0"
5369,"0"
50412,"0"
340433,"0"
139294,"0"
184637,"0"
75461,"0"
66328,"0"
94898,"0"
165557,"0"
202202,"0"
173005,"0"
8775,"0"
204563,"0"
267542,"0"
219791,"0"
341650,"0"
37711,"0"
19371,"0"
124351,"0"
221995,"0"
296014,"0"
340828,"0"
342025,"0"
97709,"0"
305548,"0"
215861,"0"
367917,"0"
39540,"0"
311445,"0"
36836,"0"
140817,"0"
108891,"0"
51464,"0"
311851,"0"
372300,"0"
201197,"0"
105267,"0"
237013,"0"
145387,"0"
130307,"0"
36890,"0"
266295,"0"
252056,"0"
208116,"0"
191555,"0"
264368,"0"
313353,"0"
370953,"0"
51034,"0"
333483,"0"
356519,"0"
194269,"0"
234170,"0"
253724,"0"
40814,"1"
294528,"0"
194774,"0"
213597,"0"
89634,"0"
331109,"0"
140212,"0"
253086,"0"
84778,"0"
307598,"0"
344235,"0"
233839,"0"
262311,"0"
260000,"0"
82853,"0"
276286,"0"
228171,"0"
93549,"0"
73688,"1"
192112,"0"
326750,"0"
350544,"0"
320130,"0"
74682,"0"
160949,"0"
112761,"0"
342010,"0"
5200,"0"
6478,"0"
203946,"0"
353249,"0"
6104,"0"
324913,"0"
36626,"0"
181728,"0"
145045,"0"
48897,"0"
70595,"0"
1765,"0"
80934,"0"
53030,"0"
99129,"0"
206119,"0"
137671,"0"
290521,"0"
295912,"0"
263134,"0"
294209,"0"
14135,"0"
19846,"0"
183138,"0"
76679,"0"
241006,"0"
376998,"0"
96976,"0"
144636,"0"
79663,"0"
219582,"0"
178513,"0"
302363,"0"
355352,"0"
63351,"0"
296568,"0"
6072,"0"
284382,"0"
151194,"0"
117171,"0"
171068,"0"
120057,"0"
370072,"0"
144449,"0"
189669,"0"
333665,"0"
30383,"0"
57652,"0"
45535,"0"
368180,"0"
293110,"0"
242933,"0"
131234,"0"
151171,"0"
206880,"0"
144524,"0"
236031,"0"
304954,"0"
27563,"0"
283341,"0"
151148,"0"
89161,"0"
119371,"0"
145867,"0"
180339,"0"
16196,"0"
186816,"0"
29551,"0"
74476,"0"
162891,"0"
208375,"0"
102759,"0"
111246,"0"
250634,"0"
68785,"0"
375380,"0"
77911,"0"
330422,"0"
7946,"0"
360192,"0"
292920,"0"
240886,"0"
365124,"0"
101239,"0"
243893,"0"
226220,"0"
299020,"0"
268001,"0"
159628,"0"
367886,"0"
292507,"0"
222989,"0"
62857,"0"
132810,"0"
15282,"0"
207454,"0"
189505,"0"
113591,"0"
210727,"0"
162175,"0"
106534,"0"
