"index","loan_status"
171,0.966666666666667
172,0.223333333333333
173,0.393333333333333
174,0.57
175,0.98
176,0.756666666666667
177,0.953333333333333
178,0.773333333333333
179,0.996666666666667
180,0.17
181,0.726666666666667
182,0.0566666666666667
183,0.783333333333333
184,0.61
185,0.47
186,0.343333333333333
187,0.103333333333333
188,0.46
189,0.683333333333333
190,0.703333333333333
191,0.633333333333333
192,0.996666666666667
193,0.95
194,0.566666666666667
195,0.89
196,0.22
197,0.823333333333333
198,0.796666666666667
199,0.1
200,0.686666666666667
201,0.9
202,0.663333333333333
203,0.563333333333333
204,0.123333333333333
205,0.18
206,0.836666666666667
207,0.576666666666667
208,0.996666666666667
209,0.643333333333333
210,0.28
211,0.623333333333333
212,0.593333333333333
213,0.293333333333333
214,0.523333333333333
215,0.33
216,0.996666666666667
217,0.996666666666667
218,0.97
219,0.43
220,0.643333333333333
221,0.533333333333333
222,0.496666666666667
223,0.246666666666667
224,0.966666666666667
225,0.976666666666667
226,0.653333333333333
227,0.723333333333333
228,0.816666666666667
229,0.89
230,0.47
231,1
232,0.476666666666667
233,0.473333333333333
234,0.973333333333333
235,0.176666666666667
236,0.68
237,0.86
238,0.326666666666667
239,0.82
240,0.956666666666667
241,0.653333333333333
242,0.783333333333333
243,0.923333333333333
244,0.216666666666667
245,0.913333333333333
246,0.923333333333333
247,0.93
248,0.623333333333333
249,0.613333333333333
250,0.16
251,0.98
252,0.913333333333333
253,0.923333333333333
254,0.273333333333333
255,0.986666666666667
256,0.863333333333333
257,0.62
258,0.4
259,0.68
260,0.903333333333333
261,0.813333333333333
262,0.966666666666667
263,0.316666666666667
264,0.773333333333333
265,0.54
266,0.99
267,0.793333333333333
268,0.886666666666667
269,0.49
270,0.256666666666667
271,0.89
272,0.88
273,0.643333333333333
274,0.863333333333333
275,0.926666666666667
276,0.633333333333333
277,0.363333333333333
278,0.993333333333333
279,0.96
280,0.773333333333333
281,0.97
282,0.513333333333333
283,0.973333333333333
284,0.12
285,0.23
286,1
287,0.0833333333333333
288,0.66
289,0.993333333333333
290,0.386666666666667
291,0.736666666666667
292,0.996666666666667
293,0.496666666666667
294,0.963333333333333
295,0.9
296,0.893333333333333
297,0.653333333333333
298,0.51
299,0.293333333333333
300,0.46
301,0.21
302,0.39
303,0.576666666666667
304,0.14
305,0.0666666666666667
306,0.703333333333333
307,0.46
308,0.59
309,0.366666666666667
310,0.796666666666667
311,0.863333333333333
312,0.473333333333333
313,0.246666666666667
314,0.523333333333333
315,0.37
316,0.77
317,0.653333333333333
318,0.363333333333333
319,0.936666666666667
320,0.246666666666667
321,0.986666666666667
322,0.543333333333333
323,0.683333333333333
324,0.1
325,0.926666666666667
326,0.363333333333333
327,0.563333333333333
328,0.823333333333333
329,0.223333333333333
330,0.5
331,0.956666666666667
332,1
333,0.246666666666667
334,0.95
335,0.813333333333333
336,0.403333333333333
337,0.983333333333333
338,0.21
339,0.596666666666667
340,0.46
341,0.636666666666667
342,0.756666666666667
343,0.533333333333333
344,0.96
345,0.686666666666667
346,0.773333333333333
347,0.83
348,0.926666666666667
349,0.986666666666667
350,0.683333333333333
