"customerID","Churn"
"6986-IJDHX","Yes"
"4676-MQUEA","No"
"8138-EALND","No"
"3580-HYCSP","No"
"1352-HNSAW","No"
"2075-PUEPR","No"
"1982-FEBTD","No"
"5301-GAUUY","Yes"
"2654-VBVPB","No"
"1154-HYWWO","No"
"2501-XWWTZ","No"
"6815-ABQFQ","No"
"7343-EOBEU","No"
"6103-LIANB","No"
"7319-VENRZ","No"
"0939-YAPAF","Yes"
"4710-FDUIZ","Yes"
"6030-REHUX","No"
"9548-LIGTA","No"
"6522-YRBXD","No"
"2640-LYMOV","No"
"1218-VKFPE","Yes"
"3627-FHKBK","Yes"
"1423-BMPBQ","No"
"2393-DIVAI","No"
"5192-EBGOV","Yes"
"4568-KNYWR","No"
"0742-LAFQK","No"
"0795-LAFGP","No"
"0619-OLYUR","No"
"5512-IDZEI","No"
"0215-BQKGS","No"
"9244-ZVAPM","No"
"8208-EUMTE","No"
"1710-RCXUS","No"
"5839-SUYVZ","No"
"2731-GJRDG","No"
"4723-BEGSG","No"
"6516-NKQBO","No"
"8672-OAUPW","No"
"3419-SNJJD","Yes"
"6543-CPZMK","Yes"
"4765-OXPPD","Yes"
"2804-ETQDK","No"
"7138-GIRSH","No"
"9396-ZSFLL","No"
"6464-KEXXH","No"
"7134-MJPDY","No"
"5240-CAOYT","No"
"4059-IIEBK","No"
"4881-JVQOD","No"
"0516-UXRMT","No"
"4851-BQDNX","No"
"5148-HKFIR","No"
"5016-IBERQ","No"
"6797-UCJHZ","No"
"2469-DTSGX","No"
"4554-YGZIH","Yes"
"1775-KWJKQ","No"
"7665-VIGUD","No"
"9411-TPQQV","No"
"7207-RMRDB","Yes"
"7954-MLBUN","No"
"4913-EHYUI","Yes"
"0195-IESCP","Yes"
"9574-BOSMD","No"
"4580-TMHJU","Yes"
"0887-HJGAR","Yes"
"5644-PDMZC","Yes"
"3509-GWQGF","No"
"9576-ANLXO","Yes"
"2024-BASKD","Yes"
"5845-BZZIB","No"
"1140-UKVZG","No"
"5183-SNMJQ","No"
"8100-PNJMH","No"
"7838-LAZFO","No"
"4464-JCOLN","Yes"
"2085-JVGAD","No"
"5650-VDUDS","Yes"
"8095-WANWK","No"
"9565-FLVCG","No"
"8755-OGKNA","No"
"7538-GWHML","Yes"
"5642-MHDQT","No"
"3276-HDUEG","Yes"
"3729-OWRVL","No"
"2324-AALNO","No"
"5760-IFJOZ","No"
"1448-PWKYE","Yes"
"7251-LJBQN","No"
"8040-MNRTF","No"
"1536-HBSWP","No"
"0067-DKWBL","Yes"
"0946-FKYTX","No"
"5076-YVXCM","No"
"8262-COGGB","No"
"9620-QJREV","No"
"2276-YDAVZ","Yes"
"2682-KEVRP","No"
"2480-JZOSN","No"
"0078-XZMHT","No"
"9978-HYCIN","No"
"8338-QIUNR","No"
"1525-LNLOJ","No"
"9450-TRJUU","No"
"1766-GKNMI","No"
"6942-LBFDP","No"
"1456-TWCGB","No"
"7133-VBDCG","Yes"
"7596-ZYWBB","No"
"3347-YJZZE","No"
"1029-QFBEN","Yes"
"7929-DMBCV","No"
"9661-JALZV","No"
"4312-KFRXN","No"
"5575-TPIZQ","No"
"0114-IGABW","No"
"9944-AEXBM","No"
"4697-LUPSU","No"
"8434-VGEQQ","No"
"4952-YSOGZ","Yes"
"1589-AGTLK","Yes"
"6549-YMFAW","No"
"2684-EIWEO","Yes"
"6439-GTPCA","Yes"
"7595-EHCDL","No"
"6647-ZEDXT","No"
"7503-MIOGA","No"
"4381-MHQDC","No"
"6923-JHPMP","No"
"2499-AJYUA","No"
"6919-ELBGL","No"
"3966-HRMZA","No"
"6425-JWTDV","No"
"8405-IGQFX","No"
"8224-IVVPA","No"
"9477-LGWQI","No"
"1410-RSCMR","No"
"0139-IVFJG","No"
"5730-DBDSI","No"
"0030-FNXPP","No"
"4013-GUXND","No"
"7379-POKDZ","Yes"
"7969-FFOWG","No"
"4718-DHSMV","No"
"5175-WLYXL","No"
"7817-OMJNA","No"
"8728-SKJLR","No"
"3137-NYQQI","No"
"3900-AQPHZ","Yes"
"5842-POCOP","Yes"
"2037-XJFUP","Yes"
"8823-RLPWL","No"
"9505-SQFSW","No"
"3758-CKOQL","No"
"0322-CHQRU","Yes"
"5676-CFLYY","No"
"7521-AFHAB","No"
"4678-DVQEO","Yes"
"0691-IFBQW","Yes"
"4992-LTJNE","No"
"2202-OUTMO","No"
"0229-LFJAF","No"
"5726-CVNYA","No"
"9871-ELEYA","No"
"4257-GAESD","No"
"2040-OBMLJ","No"
"6286-ZHAOK","No"
"1450-GALXR","Yes"
"8859-AXJZP","No"
"1820-TQVEV","Yes"
"2239-JALAW","Yes"
"4853-RULSV","Yes"
"3551-GAEGL","No"
"4785-NKHCX","No"
"0036-IHMOT","No"
"0115-TFERT","Yes"
"4178-EGMON","No"
"5318-YKDPV","No"
"7975-TZMLR","No"
"0295-QVKPB","No"
"4335-BSMJS","No"
"2311-QYMUQ","Yes"
"3643-AHCFP","Yes"
"9146-JRIOX","No"
"3104-OWCGK","Yes"
"9101-BWFSS","Yes"
"9650-VBUOG","No"
"3487-EARAT","No"
"2672-TGEFF","No"
"4250-WAROZ","No"
"4625-LAMOB","No"
"0727-BMPLR","Yes"
"1038-ZAGBI","Yes"
"6549-NNDYT","No"
"3027-ZTDHO","Yes"
"6916-HIJSE","No"
"2316-ESMLS","No"
"9778-OGKQZ","No"
"7408-OFWXJ","No"
"6007-TCTST","No"
"8713-IGZSO","No"
"7905-TVXTA","No"
"7695-PKLCZ","No"
"8374-UULRV","No"
"3224-DFQNQ","No"
"5275-PMFUT","No"
"4795-UXVCJ","No"
"9777-IQHWP","No"
"0947-MUGVO","Yes"
"9944-HKVVB","Yes"
"3671-SHRSP","Yes"
"2732-ISEZX","No"
"3313-QKNKB","Yes"
"0323-XWWTN","No"
"1937-OTUKY","No"
"1764-VUUMT","No"
"5073-WXOYN","Yes"
"4713-ZBURT","No"
"3050-GBUSH","No"
"0207-MDKNV","Yes"
"7876-AEHIG","No"
"7945-HLKEA","No"
"9851-KIELU","Yes"
"3523-BRGUW","No"
"3908-BLSYF","Yes"
"5170-PTRKA","No"
"4661-NJEUX","No"
"2123-AGEEN","No"
"0048-LUMLS","No"
"7549-MYGPK","Yes"
"5898-IGSLP","No"
"3804-RVTGV","Yes"
"6259-WJQLC","No"
"9227-LUNBG","Yes"
"7997-EASSD","No"
"8975-SKGRX","No"
"0678-RLHVP","No"
"4315-MURBD","Yes"
"2267-FPIMA","No"
"9734-YWGEX","Yes"
"2719-BDAQO","Yes"
"5285-MVEHD","No"
"0379-DJQHR","No"
"0781-LKXBR","Yes"
"5543-QDCRY","No"
"0297-RBCSG","No"
"4694-PHWFW","No"
"0835-JKADZ","No"
"1907-UBQFC","Yes"
"7508-SMHXL","No"
"3865-YIOTT","No"
"6024-RUGGH","No"
"6513-EECDB","Yes"
"3956-CJUST","No"
"4079-WWQQQ","No"
"5149-TGWDZ","No"
"7471-WNSUF","No"
"4301-VVZKA","No"
"9199-PWQVC","No"
"5393-HJZSM","No"
"7074-IEVOJ","Yes"
"9625-QSTYE","Yes"
"5146-CBVOE","No"
"0454-OKRCT","No"
"2692-AQCPF","No"
"0347-UBKUZ","No"
"0835-DUUIQ","No"
"0811-GSDTP","No"
"7567-ECMCM","No"
"6115-ZTBFQ","No"
"6353-BRMMA","No"
"6680-WKXRZ","Yes"
"6231-WFGFH","No"
"9904-EHEVJ","No"
"7028-DVOIQ","Yes"
"6169-PPETC","No"
"4208-UFFGW","Yes"
"0851-DFJKB","No"
"5382-SOYZL","No"
"9448-REEVD","Yes"
"3261-CQXOL","No"
"8388-FYNPZ","No"
"4002-BQWPQ","No"
"2826-DXLQO","No"
"4849-PYRLQ","No"
"9117-SHLZX","Yes"
"4541-RMRLG","Yes"
"3429-IFLEM","No"
"3158-MOERK","Yes"
"7294-TMAOP","Yes"
"5002-GCQFH","No"
"0556-FJEGU","No"
"8919-FYFQZ","Yes"
"2834-JRTUA","Yes"
"5875-YPQFJ","Yes"
"5879-SESNB","No"
"6461-PPAXN","No"
"3318-ISQFQ","No"
"1106-HRLKZ","No"
"2604-XVDAM","No"
"3717-OFRTN","No"
"3280-NMUVX","No"
"1206-EHBDD","No"
"8361-LBRDI","No"
"3842-IYKUE","Yes"
"6641-XRPSU","Yes"
"1374-DMZUI","Yes"
"2545-LXYVJ","No"
"3234-VKACU","No"
"8357-EQXFO","Yes"
"8120-JDCAM","No"
"7047-YXDMZ","No"
"9524-EGPJC","Yes"
"8818-XYFCQ","Yes"
"6614-YOLAC","No"
"7426-RHZGU","No"
"4065-JJAVA","No"
"4695-VADHF","Yes"
"9361-YNQWJ","No"
"3748-FVMZZ","No"
"3422-WJOYD","No"
"8242-SOQUO","No"
"7147-AYBAA","No"
"7868-TMWMZ","No"
"6732-FZUGP","No"
"8436-BJUMM","Yes"
"4184-TJFAN","Yes"
"8329-GWVPJ","No"
"1352-VHKAJ","No"
"4145-UQXUQ","Yes"
"2632-TACXW","No"
"8146-QQKZH","No"
"1767-CJKBA","No"
"6445-TNRXS","No"
"4581-LNWUM","No"
"4869-EPIUS","No"
"9948-YPTDG","Yes"
"1236-WFCDV","Yes"
"1915-OAKWD","No"
"4883-QICIH","Yes"
"3354-OADJP","No"
"3524-WQDSG","No"
"4026-SKKHW","No"
"2829-HYVZP","No"
"8329-IBCTI","Yes"
"1271-SJBGZ","Yes"
"3845-JHAMY","No"
"5669-SRAIP","Yes"
"5981-ITEMU","Yes"
"6941-PMGEP","Yes"
"1624-WOIWJ","Yes"
"2074-GKOWZ","Yes"
"0376-YMCJC","Yes"
"6100-FJZDG","No"
"1730-VFMWO","No"
"7030-NJVDP","No"
"6166-ILMNY","Yes"
"7771-ZONAT","No"
"0655-RBDUG","Yes"
"2111-DWYHN","No"
"4194-WHFCB","No"
"4121-AGSIN","No"
"4361-BKAXE","Yes"
"9845-PEEKO","No"
"9878-TNQGW","Yes"
"9170-ARBTB","No"
"4441-NIHPT","Yes"
"8999-BOHSE","Yes"
"7029-RPUAV","Yes"
"5832-TRLPB","No"
"8590-YFFQO","No"
"8659-IOOPU","No"
"1338-CECEE","No"
"4646-QZXTF","No"
"4607-CHPCA","Yes"
"9742-XOKTS","No"
"6921-OZMFH","No"
"8717-VCTXJ","No"
"4159-NAAIX","No"
"9397-TZSHA","No"
"3391-JSQEW","No"
"0343-QLUZP","No"
"9763-PDTKK","Yes"
"2176-LVPNX","No"
"3312-UUMZW","No"
"1271-UODNO","No"
"8461-EFQYM","No"
"6900-RBKER","No"
"6891-JPYFF","No"
"1047-NNCBF","No"
"3696-XRIEN","No"
"4081-DYXAV","Yes"
"8791-GFXLZ","No"
"8111-SLLHI","Yes"
"9330-DHBFL","No"
"3452-ABWRL","No"
"5859-HZYLF","No"
"8257-RZAHR","Yes"
"1779-PWPMG","No"
"0831-JNISG","No"
"3082-WQRVY","No"
"9553-DLCLU","No"
"1641-BYBTK","No"
"2460-NGXBJ","No"
"0841-NULXI","Yes"
"3522-CDKHF","No"
"0411-EZJZE","No"
"7851-WZEKY","Yes"
"8844-TONUD","Yes"
"8992-CEUEN","No"
"4320-QMLLA","No"
"8777-PVYGU","No"
"8292-ITGYJ","No"
"6870-ZWMNX","No"
"0621-CXBKL","No"
"5268-DSMNQ","No"
"4086-YQSNZ","Yes"
"9359-UGBTK","No"
"0135-NMXAP","Yes"
"4782-OSFXZ","No"
"6479-OAUSD","No"
"7129-ACFOG","No"
"4189-NAKJS","No"
"5562-BETPV","No"
"1282-IHQAC","No"
"9127-FHJBZ","No"
"6270-OMFIW","Yes"
"1641-RQDAY","No"
"0107-WESLM","Yes"
"1346-UFHAX","No"
"3992-YWPKO","Yes"
"5461-QKNTN","No"
"8399-YNDCH","Yes"
"4660-IRIBM","No"
"5673-FSSMF","Yes"
"7670-ZBPOQ","No"
"8089-UZWLX","No"
"0080-OROZO","No"
"8221-HVAYI","No"
"5232-NXPAY","No"
"8967-SZQAS","No"
"4468-KAZHE","No"
"0455-ENTCR","No"
"8944-AILEF","No"
"5370-IIVVL","No"
"6789-HJBWG","No"
"3927-NLNRY","Yes"
"9087-EYCPR","No"
"6791-YBNAK","No"
"5494-HECPR","Yes"
"8268-YDIXR","No"
"9824-BEMCV","Yes"
"1373-ORVIZ","Yes"
"4291-SHSBH","No"
"6980-IMXXE","No"
"9866-QEVEE","Yes"
"0040-HALCW","No"
"0784-GTUUK","No"
"7979-CORPM","Yes"
"2294-DMMUS","No"
"0872-JCPIB","No"
"3055-MJDSB","No"
"9091-WTUUY","No"
"1618-CFHME","Yes"
"3165-HDOEW","Yes"
"8496-DMZUK","No"
"9068-VPWQQ","No"
"0178-SZBHO","No"
"0384-RVBPI","No"
"1689-MRZQR","Yes"
"1299-AURJA","No"
"1543-LLLFT","No"
"2788-CJQAQ","No"
"5565-FILXA","Yes"
"2120-SMPEX","No"
"0096-FCPUF","No"
"0668-OGMHD","No"
"5552-ZNFSJ","Yes"
"2223-KAGMX","Yes"
"6507-ZJSUR","No"
"9408-HRXRK","No"
"7321-PKUYW","Yes"
"2833-SLKDQ","Yes"
"7595-EUIVN","Yes"
"7617-EYGLW","No"
"2026-TGDHM","Yes"
"9220-ZNKJI","No"
"4030-VPZBD","Yes"
"5529-GIBVH","No"
"9992-UJOEL","No"
"4741-WWJQZ","No"
"6818-WOBHJ","Yes"
"6244-BESBM","No"
"1004-NOZNR","No"
"1251-STYSZ","No"
"4598-ZADCK","No"
"9681-KYGYB","No"
"7182-OVLBJ","No"
"5095-ETBRJ","No"
"7005-CYUIL","No"
"4821-WQOYN","No"
"4730-AWNAU","No"
"2388-LAESQ","No"
"6260-ONULR","No"
"8711-LOBKY","No"
"8985-OOPOS","No"
"8800-ZKRFW","No"
"2616-FLVQC","No"
"3108-PCCGG","No"
"7993-PYKOF","Yes"
"8390-FESFV","No"
"5027-XWQHA","Yes"
"6729-GDNGC","No"
"6198-ZFIOJ","No"
"5989-OMNJE","No"
"4566-QVRRW","Yes"
"1291-CUOCY","No"
"9795-SHUHB","No"
"3230-IUALN","No"
"8519-IMDHU","Yes"
"4945-RVMTE","No"
"0201-OAMXR","Yes"
"1866-NXPSP","No"
"3372-KWFBM","Yes"
"7831-QGOXH","Yes"
"3941-XTSKM","No"
"1661-CZBAU","No"
"6599-RCLCJ","Yes"
"9831-BPFRI","Yes"
"9788-YTFGE","No"
"9277-JOOMO","No"
"1907-YLNYW","No"
"1725-MIMXW","Yes"
"8947-YRTDV","No"
"3161-ONRWK","No"
"0114-RSRRW","No"
"7206-GZCDC","Yes"
"6682-VCIXC","No"
"3910-MRQOY","No"
"0661-WCQNQ","No"
"7537-RBWEA","No"
"4656-CAURT","No"
"1768-ZAIFU","Yes"
"3733-LSYCE","No"
"1934-SJVJK","Yes"
"3838-OZURD","Yes"
"9269-CQOOL","Yes"
"2017-CCBLH","No"
"7690-KPNCU","No"
"2293-IJWPS","No"
"2845-HSJCY","Yes"
"5469-NUJUR","No"
"1184-PJVDB","Yes"
"2625-TRCZQ","No"
"7266-GSSJX","No"
"5624-RYAMH","No"
"0196-JTUQI","No"
"7130-YXBRO","No"
"7943-RQCHR","Yes"
"3793-MMFUH","Yes"
"3249-ZPQRG","Yes"
"2568-BRGYX","Yes"
"1084-MNSMJ","No"
"7721-JXEAW","Yes"
"6250-CGGUN","No"
"5478-JJVZK","No"
"9793-WECQC","No"
"4291-HPAXL","No"
"8999-YPYBV","No"
"1839-FBNFR","No"
"3164-AALRN","Yes"
"1697-BCSHV","No"
"0562-KBDVM","No"
"1131-SUEKT","No"
"3717-OEAUQ","No"
"3334-CTHOL","Yes"
"9432-RUVSL","No"
"8060-HIWJJ","No"
"7684-XSZIY","No"
"9089-UOWJG","No"
"8621-MNIHH","Yes"
"8039-ACLPL","No"
"9885-AIBVB","No"
"1934-MKPXS","No"
"2272-JKMSI","No"
"0471-LVHGK","Yes"
"9518-RWHZL","Yes"
"8714-CTZJW","No"
"3569-EDBPQ","No"
"7521-YXVZY","No"
"5419-CONWX","Yes"
"6240-EURKS","Yes"
"2373-NTKOD","No"
"1970-KKFWL","No"
"6960-HVYXR","Yes"
"9337-SRRNI","No"
"0895-UADGO","No"
"5678-VFNEQ","No"
"7024-OHCCK","Yes"
"2692-BUCFV","No"
"7861-UVUFT","Yes"
"5302-BDJNT","No"
"5223-UZAVK","No"
"4859-ZSRDZ","No"
"3498-LZGQZ","No"
"8785-CJSHH","No"
"5357-TZHPP","Yes"
"0680-DFNNY","Yes"
"7560-QRBXH","No"
"7077-XJMET","No"
"8752-GHJFU","No"
"6896-SRVYQ","No"
"7767-UXAGJ","Yes"
"6510-UPNKS","No"
"6718-BDGHG","No"
"6439-LAJXL","No"
"1571-SAVHK","Yes"
"9052-VKDUW","No"
"1666-JZPZT","No"
"5777-KJIRB","No"
"7677-SJJJK","No"
"7055-HNEOJ","No"
"3211-AAPKX","No"
"8445-DNBAE","No"
"2958-NHPPS","No"
"5899-OUVKV","No"
"1621-YNCJH","No"
"3473-XIIIT","Yes"
"6362-QHAFM","No"
"7893-IXHRQ","Yes"
"3070-BDOQC","No"
"2952-QAYZF","Yes"
"4763-PGDPO","Yes"
"4283-IVYCI","No"
"1866-OBPNR","No"
"8205-MQUGY","No"
"8970-ANWXO","No"
